id,iata,icao,name
1120,NULL,DJE,"Durango Jet, S.A. De C.V."
1121,NULL,DFS,"Dwyer Aircraft Sales, Inc. (Mason City, Ia)"
1122,NULL,DFX,Dylan Flight Service S.A.
1123,NULL,XDY,"Dynair Services, Inc. (Mclean, Va)"
1124,NULL,DNR,Dynamair Aviation Inc.
1125,QG,DYE,Dynamic Air
1126,NULL,EHD,"E.H. Darby Aviation (Sheffield, Al)"
1127,NULL,ICR,"Eagle Aero, Inc. (Scotia, Ny)"
1128,NULL,EAB,Eagle Air Ltd A Berne
1129,NULL,ISL,Eagle Air Ltd. (Arnarflug H/F)
1130,NULL,EGT,Eagle Airways
1131,5W,GYP,Comed Aviation Limited
1132,NULL,EQA,Eagle Aviation Ltd
1133,NULL,TLO,"Eagle Canyon Airlines, Inc. (Las Vegas, Nv)"
1134,NULL,EAU,Eagle European Airways
1135,NULL,EAG,Eagle Flying Services Ltd.
1136,NULL,EGJ,"Eagle Jet Charter, Inc. (Las Vegas, Nv)"
1137,NULL,ECK,East Coast Airlines Limited
1138,NULL,ECT,East Coast Airways (Pty) Ltd
1139,NULL,EHA,"East Hampton Aire (East Hampton, Ny)"
1140,NULL,EKC,"East Kansas City Aviation, Inc. (Grain Valley, Mo)"
1141,NULL,CTK,East Midlands Helicopters
1142,NULL,EWE,East West European
1143,NULL,EWA,East-West Airlines Ltd.
1144,NULL,EAX,Eastern Air Executive Ltd.
1145,NULL,ECI,"Eastern Carolina Aviation, Inc. (Richlands, Nc)"
1146,NULL,GNS,Eastern Executive Air Charter Ltd
1147,NULL,SPR,Eastern Flying Service Ltd.
1148,NULL,EPB,Eastern Pacific Aviation Ltd.
1149,DK,ELA,Eastland Air
1150,5D,EWT,"Eastwest Airlines, Erfurt"
1151,U2,EZY,Easyjet Airline Company Limited
1152,NULL,DOL,"Ebsco, Inc. D/B/A Million Air Longview (Longview, Tx)"
1153,NULL,CMN,"Eckles Aircraft Co. (Holdenville, Ok)"
1154,NULL,BRN,"Eclipse Airlines, Inc. D/B/A Branson  Airlines, Inc. (Chantilly, Va)"
1155,NULL,BSA,Ecole D'Aviation Civile
1156,NULL,ECX,"Ecomex Air Cargo, Lda."
1157,8Y,EGA,Ecuato - Guineana De Aviacion
1158,NULL,EDW,Edelweiss Air Ag
1159,NULL,EDN,Edenair Ltd
1160,NULL,SLO,"Edgartown Air, Inc. (Edgartown, Ma)"
1161,S8,ELK,Eesti Lennukompanii
1162,NULL,FSD,"Efs-Flugservice Gmbh, Dusseldorf"
1163,MS,MSR,Egypt Air
1164,NULL,EGY,Egyptian Air Force
1165,NULL,EMA,Egyptian Aviation Company
1166,NULL,EIX,Ei Air Exports Limited
1167,LY,ELY,El Al - Israel Airlines Ltd.
1168,NULL,ELS,El Sal Air
1169,NULL,DND,Eldinder Aviation
1170,E6,EFR,Elf Air Ltd.
1171,NULL,LGA,Elgaz
1172,NULL,EBS,Eli-Fly Spa
1173,NULL,ELT,"Elliott Aviation, Inc. (Omaha, Ne)"
1174,NULL,ELR,Elrom Aviation And Investments
1175,NULL,EYE,Emerald Air
1176,NULL,JEM,Emerald Airways Limited
1177,EB,EWW,Emery Worldwide Airlines
1178,EK,UAE,Emirates
1179,NULL,EMM,Emma-Nik Aviation Services (Nig) Limited
1180,NULL,EMP,"Empire Air Service, Inc. (Rochester, Ny)"
1181,EM,CFS,"Empire Airways (Missoula, Mt)"
1182,NULL,ETP,Empire Test Pilots School
1183,NULL,AUO,"Empresa ""Aero Uruguay"", S.A."
1184,NULL,PRG,Aspar-Aeroservicio Parrague
1185,NULL,ROM,Empresa Aeromar
1186,NULL,EMB,"Empresa Brasileira De Aeronautica, S/A"
1187,NULL,CUB,Empresa Cubana De Aviacion
1188,NULL,GTV,"Empresa De Aviacion Aerogaviota, S.A."
1189,NULL,ASP,Empresa De Servicios Maritima Y Aerea S.A.
1190,NULL,PLI,Empresa De Transporte Aereo Del Peru
1191,NULL,EEA,Empresa Ecuatoriana De Aviacion
1192,NULL,GUG,Empresa Guatemalteca De Aviacion (Aviateca)
1193,NULL,CNI,Empresa Nacional De Servicios Aereos
1194,NULL,SVV,"Empresa Servicios Avensa, S.A. (Servivensa)"
1195,NULL,ENS,"Entergy Services, Inc. (New Orleans, La)"
1196,NULL,IAG,Epag - Groupe Air France
1197,NULL,EPS,"Epps Air Service, Inc. (Atlanta, Ga)"
1198,3P,PKA,Equator Airlines Ltd.
1199,7H,ERH,"Era Helicopters, Inc. (Anchorage, Ak)"
1200,NULL,ERE,"Erie Airways, Inc. (Erie, Pa)"
1201,NULL,ERT,Eritrean Airlines
1202,NULL,EFE,Ermolino Flying Test Research Enterprise
1203,NULL,TCL,"Escape Aviation D/B/A Coastal Air Transport   (Fairhope, Al)"
1204,NULL,ENA,"Espana, Direccion General De Aviacion Civil  Y Telecomunicaciones"
1205,NULL,ESP,Espeair
1206,NULL,ERC,Esso Resources Canada Ltd.
1207,OV,ELL,Estonian Air
1208,NULL,ETA,"Estrellas Del Aire, S.A. De C.V."
1209,NULL,ERL,Euralair
1210,RN,EUL,Euralair International
1211,NULL,EUI,Euravia
1212,LP,ECL,"Euro City Line, Stuttgart"
1213,NULL,KOA,Euro-Flite Oy Ltd
1214,BQ,EBA,"Eurobelgian Airlines, N.V."
1215,NULL,EEB,Euroberlin
1216,NULL,ERA,"Eurocommander, S.A."
1217,NULL,EUC,Eurocontrol
1218,NULL,ECF,Eurocopter
1219,NULL,ECA,Eurocypria Airlines Limited
1220,HZ,EUW,Euroflight Sweden Ab
1221,GJ,EEZ,Eurofly S.P.A.
1222,NULL,EEU,Eurofly Service
1223,GOJ,GOJ,Eurojet Intercontinental
1224,NULL,EUA,Europe Air
1225,NULL,VIP,Europe Elite
1226,NULL,EFS,Europe Falcon Service
1227,NULL,ETX,European Air Taxi
1228,QY,BCS,European Air Transport
1229,NULL,EAW,European Airways Ltd
1230,NULL,CCC,European Aviation Services Ltd
1231,NULL,EUX,European Expedite
1232,NULL,EPN,Europlane S.L.
1233,NULL,EUJ,Euroscot Airways
1234,NE,ESK,Skyeurope Airlines
1235,NS,EWG,"Eurowings Ag, Nurnberg"
1236,EZ,EIA,Evergreen International Airlines
1237,NULL,EAM,Ewald Ernst Air-Service
1238,NULL,EXC,Excalibur Aviation
1239,NULL,ESR,Excelsior Airlines Limited
1240,NULL,EXL,"Exclusive Air (Pty) Ltd., South Africa"
1241,NULL,EXA,Execaire Aviation Ltd.
1242,NULL,EXQ,Execujet
1243,NULL,EAS,Executive Aerospace (Pty) Ltd
1244,NULL,AXE,AirExplore
1245,NULL,EAC,"Executive Air Charter (Honolulu, Hi)"
1246,NULL,XAF,"Executive Air Fleet (Trenton, Nj)"
1247,NULL,EXZ,Executive Air Transport Ltd
1248,NULL,EXW,Executive Airlines Services Ltd
1249,NULL,ESY,Executive Aviation Services Limited
1250,NULL,TRI,"Executive Flight Operations, Ontario Government"
1251,NULL,EXE,"Executive Flight, Inc. (Arlington, Tx)"
1252,NULL,EJE,Executive Jet Aviation Sa
1253,NULL,EJA,"Executive Jet Aviation, Inc. (Columbus, Oh)"
1254,NULL,EXN,Exin
1255,NULL,EPA,Exparc
1256,NULL,EXD,Export Air Del Peru S.A. Cargo Air Lines
1257,9D,EPR,Expreso Aereo
1258,NULL,RXX,Express Air Charter
1259,NULL,FXA,"Express Air, Inc. (New Bedford, Ma)"
1260,9E,FLG,"Express Airlines I, Inc. D/B/A Northwest  Airlink (Memphis, Tn)"
1261,NULL,EAN,Express Airways Nigeria Limited
1262,NULL,LHN,"Express One International, Inc. (Dallas, Tx)"
1263,NULL,INP,F.A. Naval Del Peru
1264,NULL,IFA,FAI rent-a-jet
1265,NULL,FIR,Fairlines
1266,4X,FLS,Fairlines B.V.
1267,NULL,FWY,"Fairways Corp. (Washington, Dc)"
1268,NULL,FLK,Falcks Redningskorps Beldringe A/S
1269,NULL,FAI,"Falcon Air, Inc. (Flint, Mi)"
1270,NULL,FLO,Falcon Airlines
1271,NULL,FCN,Falcon Aviation Ab
1272,NULL,FJC,Falcon Jet Centre
1273,NULL,FAW,"Falwell Aviation, Inc. (Lynchburg, Va)"
1274,NULL,FAR,Far Airlines
1275,NULL,FEW,Far Eastern Cargo Airlines
1276,NULL,FWA,"Far West Airlines, Inc (Fresno, Ca)"
1277,QB,IRQ,QESHM AIR
1278,NULL,RAF,Farnas Aviation Services
1279,NULL,RAE,Farnborough Rae
1280,NULL,FAT,Farnair Switzerland
1281,NULL,FAH,Farner Air Transport Hungary
1282,NULL,FSN,Fasons Air Services
1283,NULL,FSY,Fassey Aviation Ltd
1284,UD,FST,Fast Air Ltda.
1285,NULL,FRR,Fatra Air
1286,NULL,FAU,Faucher Aviation
1287,NULL,FAY,Fayban Air Services
1288,NULL,SKM,"Fayetteville Flying Service And Scheduled  Skyways System (Fayetteville, Ar)"
1289,NULL,FDR,Federal Air (Pty) Ltd
1290,NULL,FLL,Federal Airlines
1291,NULL,DCN,"Federal Armed Forces, Federal Republic Of Germany"
1292,NULL,NHK,Federal Aviation Administration (Ato-330)
1293,NULL,AYA,"Federal Aviation Administration (Faa) Academy  (Oklahoma City, Ok)"
1294,FM,FDX,"Federal Express Corporation (Little Rock, Ar)"
1295,F8,FNS,Fenix Airways
1296,NULL,FNX,Fenix Airways
1297,NULL,FER,Feria Aviacion
1298,NULL,FFA,Ffa Air-Travel
1299,NULL,FIE,"Field Aviation Gmbh & Co. Kg, Koln"
1300,NULL,FLD,Fieldair Freight Ltd
1301,NULL,HGK,Fika Salaama Airlines Ltd
1302,NULL,FOA,"Filipinas Orient Airways, Inc."
1303,NULL,FAK,Financial Airxpress
1304,NULL,FLC,"Finfo Flight Inspection Aircraft (Oklahoma City, Ok)"
1305,NULL,FTR,Finist'Air
1307,FA,FAV,Finnaviation O/Y
1308,NULL,FNF,"Finnish Air Force, Head Quarters"
1309,NULL,COC,"Firma Conseta/Cirrus, Saarbrucken"
1310,NULL,HLE,First Air
1311,7F,FAB,First Air (Bradley Scheduled) Ltd.
1312,NULL,FAC,"First Air Courier, Inc. (Oklahoma City, Ok)"
1313,NULL,MBL,First City Air Plc
1314,NULL,FEL,First European Airways Ltd
1315,NULL,FIV,"Five Star Airlines (Needham, Ma)"
1316,NULL,FSX,"Flagship Express Services, Inc. (Ypsilanti, Mi)"
1317,FK,WAF,"Flamenco Airways, Inc. (Culebra, P.R.)"
1318,NULL,FMR,"Flamingo Air, Inc. (Cincinnati, Oh)"
1319,NULL,FLN,Flanders Airlines
1320,IX,FRI,Flandre Air International
1321,IX,FRS,Flandre Air Service
1322,NULL,FSH,Flash Airline Limited
1323,NULL,BWY,Fleet Requirements Air Direction Unit
1324,NULL,FXY,Flexair B.V.
1325,NULL,FCV,Flight Centre Victoria
1326,NULL,FCP,Flight Corporation
1327,NULL,EXR,"Flight Express (Orlando, Fl)"
1328,NULL,FNT,"Flight International Airlines, Inc. (Atlanta, Ga)"
1329,NULL,ACT,"Flight Line, Inc. (Denver, Co)"
1330,NULL,MIT,"Flight Line, Inc. (Jackson, Ms)"
1331,NULL,FOI,"Flight Ops International (Jamaica, Ny)"
1332,NULL,LII,"Flight Research Institute, M. Gromov"
1333,NULL,CCK,"Flight Trac, Inc. (Everett, Wa)"
1334,NULL,FCH,Flight-Chernobyl Association
1335,NULL,FEX,Flightexec Limited
1336,NULL,FLT,Flightline
1337,NULL,FTL,Flightline
1338,US,FAZ,"Flint Aviation Services, Inc. (Flint, Mi)"
1339,US,OJY,"Florida Air, Inc. (Ft. Lauderdale, Fl)"
1340,US,FFS,"Florida Dept Of Agriculture (Tallahassee, Fl)"
1341,US,FLX,"Florida Express, Inc. (Orlando, Fl)"
1342,RF,FWL,"Florida West Airlines (Miami, Fl)"
1343,NULL,FFG,"Flugdienst Fehlhaber Gmbh, Neustadt/Wied"
1344,NULL,EST,"Flugfelag Austurlands Ltd., Egilsstadir"
1345,NULL,FNA,Flugfelag Nordurlands
1346,NULL,FCY,Fly Company Ltd
1347,NULL,FLB,Fly S.A. Linhas Aereas
1348,NULL,FLR,Flyair
1349,NULL,GVG,Flygaktiebolaget Gota Vingar
1350,OP,CHK,"Flying Boat, Inc. D/B/A Chalks International  Airlines (Ft. Lauderdale, Fl)"
1351,NULL,FCM,Flying Cargo Private Limited
1352,F3,FLY,Flying Enterprise Ab
1353,NULL,SRM,Flying Swiss Ambulance Maldives (Pvt) Ltd
1354,NULL,FOP,Fokker Flight Operations
1355,NULL,NOF,Fonnafly A/S
1356,NULL,FBL,Food Brokers Ltd.
1357,NULL,AFB,Force Aerienne Belge
1358,NULL,FAF,Force Aerienne Francaise
1359,NULL,NYB,Force Navale Belge
1360,NULL,AYB,Force Terrestre Belge
1361,NULL,FOB,Ford Motor Co. Ltd
1362,NULL,FRD,"Ford Motor Company (Detroit, Mi)"
1363,NULL,FMA,Foremost Aviation (Nig) Ltd.
1364,NULL,FOL,Forest Airline South Africa
1365,NULL,FXC,Fortunair Canada
1366,NULL,FOR,Fortune S.R.L.
1367,NULL,FSA,"Foster Aviation (Nome, Ak)"
1368,NULL,JFY,Foster Yeoman Ltd.
1369,NULL,FTE,"Fotografia F3, S.A."
1370,NULL,FIA,Four Island Air Ltd. (Antigua)
1371,NULL,WDS,"Four Winds Aviation Ltd. (Colorado Springs, Co)"
1372,NULL,FRA,Fr Aviation Ltd
1373,NULL,FEJ,France Europe Avia Jet
1374,NULL,FNY,France Marine Nationale
1375,NULL,FOF,Fred Olsen Flyselskap A/S
1376,ZU,FDM,"Freedom Airlines, Inc. (Binghamton, Ny)"
1377,NULL,FWC,Freeway Air B.V.
1378,NULL,FIB,"Freeway Iberica, S.A."
1379,NULL,FRG,"Freight Runners Express, Inc. (Milwaukee, Wi)"
1380,NULL,FVG,Frevag Airlines
1381,NULL,FAL,"Friendship Air Alaska (Fairbanks, Ak)"
1382,NULL,FLF,Friendship Airlines Ltd
1383,NULL,FRO,"Frobisher, N.V. (European Airlines)"
1384,F9,FFT,"Frontier Airlines, Inc. (Denver, Co)"
1385,NULL,ITR,"Frontier Commuter (Itr Airlines, Inc) (Denver, Co)"
1386,2F,FTA,"Frontier Flying Service, Inc."
1387,NULL,FNG,"Frontier Guard, Finland"
1388,NULL,FSB,"Fsb Flugservice & Development Gmbh, Berlin"
1389,NULL,FAG,Fuerza Aerea Argentina
1390,NULL,FPR,Fuerza Aerea Del Peru
1391,NULL,FUJ,Fujairah Aviation Centre
1392,NULL,CFJ,Fujian Airlines
1393,NULL,FAM,"Fumigacion Aerea Andaluza, S.A."
1394,NULL,FUN,Funtshi Aviation Service
1395,NULL,GRT,Gabon-Air-Transport
1396,NULL,GAK,Gako
1397,NULL,GXY,Galaxy Airways Limited
1398,NULL,GAS,"Galena Air Service (Galena, Ak)"
1399,NULL,GLI,Gallic Aviation
1400,NULL,GMA,Gama Aviation Ltd
1401,CK,GAW,Gambia Airways
1402,NULL,GAN,Gander Aviation Ltd.
1403,NULL,GSA,"Garden State Airlines, Inc. (Shrewsbury, Nj)"
1404,NULL,AHM,Garrison Aviation Ltd.
1405,GA,GIA,"Garuda Indonesia, P.T."
1406,NULL,GHS,"Gatari Hutama Air Services, Pt."
1407,NULL,GTW,Gateway Aviation
1408,NULL,GHL,Gatwick Handling Ltd.
1409,4G,GZP,Gazpromavia
1410,GT,GBL,Gb Airways Ltd
1411,NULL,GBM,"Gbm Aereo, S.A. De C.V."
1412,NULL,GCS,"Gcs Air Service (Galion, Oh)"
1413,NULL,FFU,Gec Marconi Avionics Ltd
1414,NULL,GEE,Geeseair
1415,NULL,GVX,Geevax Ltd
1416,NULL,GML,Gemial
1417,NULL,GAL,Gemini Airlines Ltd.
1418,GX,JVA,Genavia Srl
1419,NULL,GAB,Gendall Air Ltd.
1420,NULL,GDB,Gendarmerie Belge
1421,NULL,FGN,Gendarmerie Nationale
1422,NULL,SWK,General Aerospace Inc.
1423,NULL,GAC,General Air Cargo G.A.C.
1424,NULL,NGS,General Air Services Limited
1425,NULL,WEA,General Aviation Ltd
1426,NULL,XGA,General Aviation Terminal Inc.
1427,NULL,GMC,"General Motors Corporation (Ypsilanti, Mi)"
1428,NULL,GSL,Geographic Air Surveys Ltd.
1429,NULL,PGU,Georgia Air Prague
1430,NULL,GAF,German Air Force
1431,NULL,GNY,German Navy
1432,ST,GMI,Germania Fluggesellschaft Koln
1433,NULL,GFD,"Gesellschaft Fur Flugzieldarstellung Mbh, Hohn"
1434,NULL,GES,Gestair Executive Jet
1435,NULL,GEY,Geyserland Airways Ltd
1436,NULL,GFW,Gfw Aviation
1437,NULL,NTC,"Gibson Aviation (Eau Claire, Wi)"
1438,9C,GIL,Gill Aviation Ltd
1439,NULL,MFM,Glenair
1440,NULL,GNB,Global Air Link
1441,NULL,GAZ,Global Aviation Pte Ltd
1442,NULL,GLH,Global Hava Kargo A.S.
1443,NULL,XGS,"Global Systems, Inc."
1444,NULL,XGW,"Global Weather Dynamics, Inc."
1445,NULL,GBC,Globe Air Cargo
1446,NULL,GBT,Gold Belt Air Transport Inc.
1447,DC,GAO,Golden Air Flyg Ab
1448,NULL,SAJ,Golden Eagle Air Services Ltd. (Faa)
1449,NULL,GLD,Golden Star Air Cargo Co. Ltd
1450,NULL,GOS,Goldfields Air Services
1451,NULL,GAQ,Golfe Air Quebec Ltee.
1452,5Z,GON,Gonini Air Services Ltd.
1453,NULL,QUE,"Gouvernement Du Quebec, Service Aerien Gouvernemental"
1454,8G,GPE,"Gp Express Airlines, Inc. (Grand Island, Ne)"
1455,NULL,DLP,"Graf Und Maresch Gmbh, Augsburg"
1456,NULL,GMR,Grampian Helicopter Charter Ltd
1457,NULL,GAV,Granada Aviacion
1458,NULL,GAE,"Grand Aire Express, Inc. (Monroe, Mi)"
1459,QD,GND,"Grand Airways, Inc. (Las Vegas, Nv)"
1460,NULL,CVU,"Grand Canyon Airlines, Inc. (Grand Canyon, Az)"
1461,NULL,GDI,"Grand International Airways, Inc."
1462,NULL,GTR,Grantex Aviation
1463,NULL,GRA,"Great American Airways (Reno, Nv)"
1464,ZK,GLA,"Great Lakes Aviation Ltd (Spencer, Ia)"
1465,NULL,GWA,"Great Western Air, Inc. (San Diego, Ca)"
1466,NULL,GFL,Green Forest Lumber Ltd.
1467,NULL,GRN,Greenair Hava Tasimaciligi A.S. (Greenair)
1468,NULL,GCL,Greenclose Aviation Services Ltd
1469,7Y,ORE,Greendale Aviation Company Ltd
1470,NULL,GIV,Grivco International Ltd
1471,GL,GRL,Gronlandsfly Ltd.
1472,NULL,TXT,"Group One, Inc. D/B/A Texas Air Charters (Denton, Tx)"
1473,NULL,EJC,"Grupo De Aviacion Ejecutiva, S.A. De C.V."
1474,NULL,GTM,"Grupo Turistico Magno, S.A. De C.V."
1475,NULL,GMT,"Grupoaereo Monterrey, S.A. De C.V."
1476,NULL,GTA,Gt Aviation
1477,G7,GIF,Guinee Air Lines S.A.
1478,NULL,GIS,Guinee Air Service
1479,NULL,GIE,Guinee Inter Air
1480,G4,CGH,Guizhou Airlines
1481,GF,GFA,Gulf Air
1482,NULL,GAT,"Gulf Air Inc. (New Iberia, La)"
1483,NULL,GCN,"Gulf Central Airlines Inc. (Melbourne, Fl.)"
1484,NULL,SFY,"Gulf Flite Center, Inc. (Sarasota, Fl)"
1485,NULL,GLF,"Gulfstream Aerospace (Savannah, Ga)"
1486,NULL,GFS,"Gulfstream Airlines, Inc. (South Windsor, Ct)"
1487,3M,GFT,"Gulfstream International Airlines, Inc.  (Miami Springs, Fl)"
1488,NULL,GUL,"Gull Air (So. Yarmouth, Ma)"
1489,NULL,SXS,Gunes Ekspres Havacilik A.S. (Sunexpress)
1490,GY,GYA,Guyana Airways Corporation
1491,NULL,GYR,Gyrafrance
1492,NULL,ODI,H. Jonsson Air Taxi
1493,NULL,FMS,Hadison Aviation
1494,NULL,HLS,Haiti Air Freight
1495,NULL,HTI,Haiti International Air S.A.
1496,8F,HNR,Haiti National Airlines (Hana)
1497,NULL,HTN,Haiti North Airline
1498,TV,HTC,Haiti Trans Air S.A.
1499,NULL,HBC,Haitian Aviation Line S.A.
1500,NULL,HAJ,Hajvairy Airlines
1501,NULL,GHC,Halic Havacilik A.S.
1502,NULL,HAM,Hamarfly As
1503,HX,HAS,"Hamburg Airlines, Gmbh And Co. Hamburg 63"
1504,NULL,HJL,Hamlin Jet Ltd
1505,NULL,WVA,"Hand D Aviation (Terre Haute, In)"
1506,NULL,HVN,Hang Khong Viet Nam
1507,NULL,HAX,Hangar 5 Air Services Norway A/S
1508,NULL,HGD,Hangard Aviation Ltd.
1509,NULL,HLF,Hapag Lloyd Fluggesellschaft Mbh
1510,NULL,HAR,"Harbor Airlines (Oak Harbor, Wa)"
1511,NULL,HCO,Harco Air Services
1512,NULL,HAK,Harka Air Services Nig. Ltd.
1513,NULL,HAA,Harrison Air
1514,NULL,HFD,Hatfield Bae
1515,NULL,HWA,Hawa-Air
1516,HA,HAL,Hawaiian Airlines
1517,ZL,HZL,Hazelton Airlines
1518,NULL,HJC,Heathrow Jet Charter Ltd
1519,NP,HLA,Heavylift Cargo Airlines Ltd.
1520,2Y,HCL,Helenair Corporation Limited
1521,NULL,HLR,Heli Air Services
1522,NULL,HEE,Heli Europe
1523,NULL,HFR,Heli France
1524,NULL,HES,Heli Services
1525,NULL,HLT,Heli Transport
1526,NULL,HLU,Heli Union Heli Prestations
1527,YO,MCM,Heli-Air-Monaco
1528,NULL,HHE,Heli-Holland B.V.
1529,NULL,HRA,"Heli-Iberica, S.A."
1530,NULL,HIG,Heli-Inter Guyane
1531,NULL,HLK,Heli-Link
1532,NULL,ELI,Heliarcos
1533,NULL,HEA,"Heliavia-Transporte Aereo, Lda"
1534,NULL,HLC,Helicap
1535,NULL,OCE,Helicocean
1536,NULL,HEL,Helicol. Helicopteros Nacionales De Colombia
1537,NULL,MVK,Helicopter Training & Hire Ltd
1538,NULL,HAD,Helicopteros Andes
1539,NULL,HNT,"Helicopteros Internacionales, S.A. De C.V."
1540,NULL,XEL,"Helicopteros Xel-Ha, S.A. De C.V."
1541,NULL,HHH,Helicsa
1542,NULL,HFL,Heliflyg Ab
1543,NULL,HGF,Heliglobe Industrie
1544,NULL,HJS,Helijet
1545,JB,JBA,Helijet Airways
1546,YQ,HKS,Helikopter Service A/S
1547,YQ,SCO,"Helikopterservice Ab,  Euro Air"
1548,NULL,HPL,"Heliportugal - Trabalhos E Transporte Aereo,  Representacoes, Importacao E Exportacao, Lda"
1549,NULL,HLV,"Heliserv, S.A. De C.V."
1550,NULL,HEC,"Heliservicio Campeche, S.A. De C.V."
1551,NULL,HSV,"Heliservico - Sociedade Portuguesa De Exploracao De   Meios Aereos, Lda."
1552,NULL,SUL,Helisul Linhas Aereas S/A
1553,NULL,OFA,"Helitaxi Ofavi, S.A. De C.V."
1554,NULL,HTS,"Helitrans Air Service, Inc. (Long Beach, Ca)"
1555,NULL,HAF,Hellenic Air Force
1556,NULL,HLN,Hellenic Air S.A.
1557,NULL,HEM,Hemmeter Aviation
1558,DU,HMS,Hemus Air
1559,NULL,HAC,Henebury Aviation Co.
1560,NULL,MRX,"Hermen'S Markair Express (St. Mary'S, Ak)"
1561,NULL,HUS,"Heussler Air Service Corp (Buffalo, Ny)"
1562,NULL,HIB,Hibiscus Air Services Ltd
1563,NULL,HLB,High-Line Airways Inc.
1564,NULL,HIL,Highland Air Ab
1565,NULL,HIK,Hikurangi Airlines
1566,NULL,HSL,"Hispania Lineas Aereas, S.L."
1567,NULL,HIS,Hispaniola Airways
1568,NULL,HGA,"Hogan Air (Hamilton, Oh)"
1569,NULL,STP,Holidair Airways
1570,NULL,HLD,Holiday Airlines Havacilik Ve Turizm Sanayi Ve  Ticaret A.G.
1571,NULL,HOL,"Holiday Airlines, Inc. (Morristown, Nj)"
1572,NULL,HFT,Hollyfordair Travel Ltd
1573,NULL,SWE,Holmstrom Air Sweden Ab
1574,NULL,HTR,"Holstenair Lubeck, Luftverkehrsservice Gmbh & Co.  Betriebs-Kg, Lubeck"
1575,KA,HDA,Hong Kong Dragon Airlines Limited
1576,NULL,HEX,Honiara Cargo Express
1577,QX,KOK,"Horizon Air Service (Honolulu, Hi)"
1578,NULL,HOR,Horizon Air-Taxi Ltd
1579,NULL,HZN,Horizon Airlines Ltd
1580,NULL,QXE,"Horizon Airlines, Inc. (Seattle, Wa)"
1581,NULL,HOS,Hoseba Sic
1582,NULL,HDI,"Hoteles Dinamicos, S.A. De C.V."
1583,NULL,HHO,"Houston Helicopters, Inc (Pearland, Tx)"
1584,NULL,KTR,Ht Helikoptertransport Ab
1585,NULL,HUB,"Hub Airlines, Inc. (Ft. Wayne, In)"
1586,NULL,GMH,Hughes Aircraft Company
1587,NULL,HUM,Hummingbird Helicopters Maldives (Pvt) Ltd
1588,NULL,HUV,Hunair Hungarian Airlines Ltd Co.
1589,NULL,HUK,Hungarian-Ukranian Airlines Ltd
1590,NULL,NVL,Hunting Aviation Services Ltd
1591,NULL,HUN,Hunting Business Aviation
1592,NULL,HYA,Hyack Air Ltd.
1593,NULL,KAP,"Hyannis Air Service, Inc. D/B/A Cape Air (Hyannis,Ma)"
1594,NULL,APZ,Hydro-Quebec
1595,NULL,HYE,Hyeres Aero Service
1596,NULL,BLU,I.M.P. Aviation Services Ltd.
1597,K7,IKT,Iakutaviatrans
1598,IB,IBE,"Iberia - Lineas Aereas De Espana, S.A."
1599,NULL,IBT,Ibertrans Aerea S.L.
1600,NULL,AKI,"Ibk-Petra, Sudan"
1601,NULL,BBL,"Ibm, Euroflight-Operations"
1602,C3,IPR,Independent Carrier (Icar)
1603,NULL,ICA,Icaro
1604,NULL,ICB,Icebird Airline Ltd (Islandsflug Hf)
1605,FI,ICE,Icelandair
1606,NULL,ICG,Icelandic Coast Guard
1607,NULL,IDS,Ids Aircraft Ltd.
1608,NULL,IFL,"Ifl Group, Inc. (Waterford, Mi)"
1609,NULL,IGP,Igap
1610,NULL,IKR,Ikaros Dk
1611,V8,IAR,"Iliamna Air Taxi Inc. (Iliamna, Ak)"
1612,NULL,ILP,Ilpo Aruba Cargo N.V.
1613,NULL,ITX,Imair
1614,NULL,XGG,Imp Group Aviation Services Limited
1615,NULL,IMP,Imperial Air
1616,NULL,REJ,Imperial Airlines
1617,NULL,PNX,"Imperial Airways, Inc. (St. Paul, Mn)"
1618,NULL,IMG,Imperial Cargo Airline Limited
1619,NULL,IMR,Impulse-Aero
1620,NULL,IAX,"Independent Air Gmbh, Ulm"
1621,NULL,IIL,India International Airways (P) Ltd
1622,IC,IAC,Indian Airlines Corporation
1623,NULL,IDR,Indicator Company
1624,NULL,IDA,Indonesia Air Transport P.T.
1625,NULL,IPN,"Industri Pesawat Terbang Nusantara, Pt."
1626,NULL,ITN,"Industrias Titan, S.A."
1627,NULL,IAZ,Industrie Air Charter
1628,NULL,IEJ,Inflite Limited
1629,NULL,ING,Ingush Aviation Lines
1630,NULL,IVA,Innotech Aviation Limited
1631,NULL,ISD,ISD Avia
1632,NULL,INB,Instalbud
1633,NULL,ICC,Instituto Cartografico De Cataluna
1634,NULL,INT,Intair Inc.
1635,NULL,FFL,Intavia Ltd
1636,D6,INR,Inter Air Ab
1637,D6,ILN,Inter Air Lines (Pty) Ltd South Africa
1638,D6,CAR,Inter Rca
1639,D6,ITA,"Inter-Air, Inc. (Denver, Co)"
1640,D6,ICN,Inter-Canadian
1641,D6,IES,Inter-Island Air Services Ltd.
1642,D6,UGL,"Inter-Island Air, Inc. (Kahului, Hi)"
1643,D6,IMA,"Inter-Mountain Airways (Boulder, Co)"
1644,D6,NTE,"Interaire, S.A. De C.V."
1645,D6,IIA,Interamericana De Aviacion Ltda.
1646,D6,INE,"Interamericana, S.A. De C.V."
